Column1,sora,aya,text,tafseer,emlaey
5304,68,34,إِنَّ لِلۡمُتَّقِينَ عِندَ رَبِّهِمۡ جَنَّـٰتِ ٱلنَّعِيمِ,"إن للمتقين الله بامتثال أوامره واجتناب نواهيه، عند ربهم جنات النعيم يتنعمون فيها، لا ينقطع نعيمهم.",ان للمتقين عند ربهم جنات النعيم
5305,68,35,أَفَنَجۡعَلُ ٱلۡمُسۡلِمِينَ كَٱلۡمُجۡرِمِينَ,أفنجعل المسلمين كالكفار في الجزاء كما يزعم المشركون من أهل مكة؟!,افنجعل المسلمين كالمجرمين
5306,68,36,مَا لَكُمۡ كَيۡفَ تَحۡكُمُونَ,ما لكم - أيها المشركون - كيف تحكمون هذا الحكم الجائر الأعوج؟!,ما لكم كيف تحكمون
5307,68,37,أَمۡ لَكُمۡ كِتَٰبٞ فِيهِ تَدۡرُسُونَ,أم لكم كتاب فيه تقرؤون المساواة بين المطيع والعاصي؟!,ام لكم كتاب فيه تدرسون
5308,68,38,إِنَّ لَكُمۡ فِيهِ لَمَا تَخَيَّرُونَ,إن لكم في ذلك الكتاب ما تتخيرونه لكم في الآخرة.,ان لكم فيه لما تخيرون
5309,68,39,أَمۡ لَكُمۡ أَيۡمَٰنٌ عَلَيۡنَا بَٰلِغَةٌ إِلَىٰ يَوۡمِ ٱلۡقِيَٰمَةِ إِنَّ لَكُمۡ لَمَا تَحۡكُمُونَ,أم لكم علينا عهود مؤكدة بالأيمان مقتضاها أن لكم ما تحكمون به لأنفسكم؟!,ام لكم ايمان علينا بالغة الى يوم القيامة ان لكم لما تحكمون
5310,68,40,سَلۡهُمۡ أَيُّهُم بِذَٰلِكَ زَعِيمٌ,سل - أيها الرسول - القائلين هذا القول: أيهم كفيل به؟!,سلهم ايهم بذلك زعيم
5311,68,41,أَمۡ لَهُمۡ شُرَكَآءُ فَلۡيَأۡتُواْ بِشُرَكَآئِهِمۡ إِن كَانُواْ صَٰدِقِينَ,أم لهم شركاء من دون الله يساوونهم في الجزاء مع المؤمنين؟! فليأتوا بشركائهم هؤلاء إن كانوا صادقين فيما يدّعونه من أنهم ساووهم مع المؤمنين في الجزاء.,ام لهم شركاء فلياتوا بشركائهم ان كانوا صادقين
5312,68,42,يَوۡمَ يُكۡشَفُ عَن سَاقٖ وَيُدۡعَوۡنَ إِلَى ٱلسُّجُودِ فَلَا يَسۡتَطِيعُونَ,"يوم القيامة يبدو الهول ويكشف ربنا عن ساقه، ويُدْعَى الناس إلى السجود فيسجد المؤمنون، ويبقى الكفار والمنافقون لا يستطيعون أن يسجدوا.",يوم يكشف عن ساق ويدعون الى السجود فلا يستطيعون
5313,68,43,خَٰشِعَةً أَبۡصَٰرُهُمۡ تَرۡهَقُهُمۡ ذِلَّةٞۖ وَقَدۡ كَانُواْ يُدۡعَوۡنَ إِلَى ٱلسُّجُودِ وَهُمۡ سَٰلِمُونَ,"ذليلة أبصارهم، تغشاهم ذلّة وندامة، وقد كانوا في الدنيا يُطْلَبُ منهم أن يسجدوا لله وهم في معافاة مما هم فيه اليوم.",خاشعة ابصارهم ترهقهم ذلة وقد كانوا يدعون الى السجود وهم سالمون
5314,68,44,فَذَرۡنِي وَمَن يُكَذِّبُ بِهَٰذَا ٱلۡحَدِيثِۖ سَنَسۡتَدۡرِجُهُم مِّنۡ حَيۡثُ لَا يَعۡلَمُونَ,"فاتركني - أيها الرسول - ومن يكذّب بهذا القرآن المنزل عليك، سنسوقهم إلى العذاب درجة درجة من حيث لا يعلمون أن ذلك مكر بهم واستدراج لهم.",فذرني ومن يكذب بهذا الحديث سنستدرجهم من حيث لا يعلمون
5315,68,45,وَأُمۡلِي لَهُمۡۚ إِنَّ كَيۡدِي مَتِينٌ,"وأمهلُهم زمنًا ليتمادوا في إثمهم، إن كيدي بأهل الكفر والتكذيب قوي، فلا يفوتونني، ولا يسلمون من عقابي.",واملي لهم ان كيدي متين
5316,68,46,أَمۡ تَسۡـَٔلُهُمۡ أَجۡرٗا فَهُم مِّن مَّغۡرَمٖ مُّثۡقَلُونَ,"هل تطلب منهم - أيها الرسول- ثوابًا على ما تدعوهم إليه، فهم بسبب ذلك يتحمَّلون أمرًا عظيمًا، فهذا سبب إعراضهم عنك؟! والواقع خلاف ذلك، فأنت لا تطلبهم أجرًا، فما المانع لهم من اتباعك؟!",ام تسالهم اجرا فهم من مغرم مثقلون
5317,68,47,أَمۡ عِندَهُمُ ٱلۡغَيۡبُ فَهُمۡ يَكۡتُبُونَ,أم عندهم علم الغيب فهم يكتبون ما يحلو لهم من الحجج التي يحاجُّونك بها؟!,ام عندهم الغيب فهم يكتبون
5318,68,48,فَٱصۡبِرۡ لِحُكۡمِ رَبِّكَ وَلَا تَكُن كَصَاحِبِ ٱلۡحُوتِ إِذۡ نَادَىٰ وَهُوَ مَكۡظُومٞ,"فاصبر - أيها الرسول - لما حكم به ربك من استدراجهم بالإمهال، ولا تكن مثل صاحب الحوت يونس عليه السلام في التضجر من قومه؛ إذ نادى ربه وهو مكروب في ظلمة البحر، وظلمة بطن الحوت.",فاصبر لحكم ربك ولا تكن كصاحب الحوت اذ نادى وهو مكظوم
5319,68,49,لَّوۡلَآ أَن تَدَٰرَكَهُۥ نِعۡمَةٞ مِّن رَّبِّهِۦ لَنُبِذَ بِٱلۡعَرَآءِ وَهُوَ مَذۡمُومٞ,لولا أن رحمة الله أدركته لنبذه الحوت إلى أرض خلاء وهو مَلُوم.,لولا ان تداركه نعمة من ربه لنبذ بالعراء وهو مذموم
5320,68,50,فَٱجۡتَبَٰهُ رَبُّهُۥ فَجَعَلَهُۥ مِنَ ٱلصَّـٰلِحِينَ,"فاختاره ربه، فجعله من عباده الصالحين.",فاجتباه ربه فجعله من الصالحين
5321,68,51,وَإِن يَكَادُ ٱلَّذِينَ كَفَرُواْ لَيُزۡلِقُونَكَ بِأَبۡصَٰرِهِمۡ لَمَّا سَمِعُواْ ٱلذِّكۡرَ وَيَقُولُونَ إِنَّهُۥ لَمَجۡنُونٞ,"وإن يكاد الذين كفروا بالله وكذبوا رسوله، ليَصْرَعونك بأبصارهم من شدة إحداد النظر إليك، لما سمعوا هذا القرآن المنزل عليك، ويقولون - اتباعًا لأهوائهم، وإعراضًا عن الحق -: إن الرسول الذي جاء به لمجنون.",وان يكاد الذين كفروا ليزلقونك بابصارهم لما سمعوا الذكر ويقولون انه لمجنون
5322,68,52,وَمَا هُوَ إِلَّا ذِكۡرٞ لِّلۡعَٰلَمِينَ,وما القرآن المنزل عليك إلا موعظة وتذكيرٌ للإنس والجن.,وما هو الا ذكر للعالمين
5323,69,1,ٱلۡحَآقَّةُ,يذكر الله ساعة البعث التي تحق على الجميع.,الحاقة
5324,69,2,مَا ٱلۡحَآقَّةُ,ثم يعظم أمرها بهذا السؤال: أي شيء هي الحاقة؟,ما الحاقة
5325,69,3,وَمَآ أَدۡرَىٰكَ مَا ٱلۡحَآقَّةُ,وما أعلمك ما هذه الحاقة؟,وما ادراك ما الحاقة
5326,69,4,كَذَّبَتۡ ثَمُودُ وَعَادُۢ بِٱلۡقَارِعَةِ,"كذبت ثمود قوم صالح، وعاد قوم هود، بالقيامة التي تقرع الناس من شدة أهوالها.",كذبت ثمود وعاد بالقارعة
5327,69,5,فَأَمَّا ثَمُودُ فَأُهۡلِكُواْ بِٱلطَّاغِيَةِ,فأما ثمود فقد أهلكهم الله بالصيحة التي بلغت الغاية في الشدة والهول.,فاما ثمود فاهلكوا بالطاغية
5328,69,6,وَأَمَّا عَادٞ فَأُهۡلِكُواْ بِرِيحٖ صَرۡصَرٍ عَاتِيَةٖ,وأما عاد فقد أهلكهم الله بريح شديدة البرد قاسية بلغت الغاية في القسوة عليهم.,واما عاد فاهلكوا بريح صرصر عاتية
5329,69,7,سَخَّرَهَا عَلَيۡهِمۡ سَبۡعَ لَيَالٖ وَثَمَٰنِيَةَ أَيَّامٍ حُسُومٗاۖ فَتَرَى ٱلۡقَوۡمَ فِيهَا صَرۡعَىٰ كَأَنَّهُمۡ أَعۡجَازُ نَخۡلٍ خَاوِيَةٖ,"أرسلها الله عليهم مدة سبع ليالٍ وثمانية أيام تفنيهم عن بكرة أبيهم، فترى القوم في ديارهم هَلْكَى مصروعين في الأرض، كأنهم بعد إهلاكهم أصول نخل ساقطة على الأرض بالية.",سخرها عليهم سبع ليال وثمانية ايام حسوما فترى القوم فيها صرعى كانهم اعجاز نخل خاوية
5330,69,8,فَهَلۡ تَرَىٰ لَهُم مِّنۢ بَاقِيَةٖ,فهل ترى لهم نفسًا باقية بعد ما أصابهم من العذاب؟!,فهل ترى لهم من باقية
5331,69,9,وَجَآءَ فِرۡعَوۡنُ وَمَن قَبۡلَهُۥ وَٱلۡمُؤۡتَفِكَٰتُ بِٱلۡخَاطِئَةِ,"وجاء فرعون ومن قبله من الأمم، والقرى التي عذبت بقلب عاليها سافلها، وهم قوم لوط، بالأفعال الخاطئة من الشرك والمعاصي.",وجاء فرعون ومن قبله والمؤتفكات بالخاطئة
5332,69,10,فَعَصَوۡاْ رَسُولَ رَبِّهِمۡ فَأَخَذَهُمۡ أَخۡذَةٗ رَّابِيَةً,"فعصى كل منهم رسوله الذي بعث إليهم وكذبوه، فأخذهم الله أَخْذَة زائدة على ما يتمّ به هلاكهم.",فعصوا رسول ربهم فاخذهم اخذة رابية
5333,69,11,إِنَّا لَمَّا طَغَا ٱلۡمَآءُ حَمَلۡنَٰكُمۡ فِي ٱلۡجَارِيَةِ,"إنا لما تجاوز الماء حدَّه في الارتفاع حملنا من كنتم في أصلابهم في السفينة الجارية التي صنعها نوح عليه السلام بأمرنا، فكان حَمْلًا لكم.",انا لما طغى الماء حملناكم في الجارية
5334,69,12,لِنَجۡعَلَهَا لَكُمۡ تَذۡكِرَةٗ وَتَعِيَهَآ أُذُنٞ وَٰعِيَةٞ,"لنجعل السفينة وقصتها موعظة يُسْتدلّ بها على إهلاك أهل الكفر، وإنجاء أهل الإيمان، وتحفظها أذن حافظة لما تسمع.",لنجعلها لكم تذكرة وتعيها اذن واعية
5335,69,13,فَإِذَا نُفِخَ فِي ٱلصُّورِ نَفۡخَةٞ وَٰحِدَةٞ,فإذا نفخ الملك الموكل بالنفخ في القرن نفخة واحدة وهي النفخة الثانية.,فاذا نفخ في الصور نفخة واحدة
5336,69,14,وَحُمِلَتِ ٱلۡأَرۡضُ وَٱلۡجِبَالُ فَدُكَّتَا دَكَّةٗ وَٰحِدَةٗ,"ورُفِعت الأرض والجبال، فَدُقَّتا دقَّة واحدة شديدة فَرَّقَت أجزاء الأرض وأجزاء جبالها.",وحملت الارض والجبال فدكتا دكة واحدة
5337,69,15,فَيَوۡمَئِذٖ وَقَعَتِ ٱلۡوَاقِعَةُ,فيوم يحصل ذلك كله تقع القيامة.,فيومئذ وقعت الواقعة
5338,69,16,وَٱنشَقَّتِ ٱلسَّمَآءُ فَهِيَ يَوۡمَئِذٖ وَاهِيَةٞ,"وتشققت السماء يومئذ لنزول الملائكة منها، فهي في ذلك اليوم ضعيفة بعد أن كانت شديدة متماسكة.",وانشقت السماء فهي يومئذ واهية
5339,69,17,وَٱلۡمَلَكُ عَلَىٰٓ أَرۡجَآئِهَاۚ وَيَحۡمِلُ عَرۡشَ رَبِّكَ فَوۡقَهُمۡ يَوۡمَئِذٖ ثَمَٰنِيَةٞ,"والملائكة على أطرافها وحافَّاتها، ويحمل عرشَ ربك في ذلك اليوم العظيم ثمانيةٌ من الملائكة المقربين.",والملك على ارجائها ويحمل عرش ربك فوقهم يومئذ ثمانية
5340,69,18,يَوۡمَئِذٖ تُعۡرَضُونَ لَا تَخۡفَىٰ مِنكُمۡ خَافِيَةٞ,"في ذلك اليوم تُعْرَضون - أيها الناس - على الله، لا تخفى على الله منكم خافية أيًّا كانت، بل الله عليم بها مطّلع عليها.",يومئذ تعرضون لا تخفى منكم خافية
5341,69,19,فَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِيَمِينِهِۦ فَيَقُولُ هَآؤُمُ ٱقۡرَءُواْ كِتَٰبِيَهۡ,فأما من أُعْطِي كتاب أعماله بيمينه فهو يقول من السرور والبهجة: خذوا اقرؤوا كتاب أعمالي.,فاما من اوتي كتابه بيمينه فيقول هاؤم اقرءوا كتابيه
5342,69,20,إِنِّي ظَنَنتُ أَنِّي مُلَٰقٍ حِسَابِيَهۡ,"إني علمت في الدنيا وأيقنت أني مبعوث، وملاقٍ جزائي.",اني ظننت اني ملاق حسابيه
5343,69,21,فَهُوَ فِي عِيشَةٖ رَّاضِيَةٖ,فهو في عيشة مرضية؛ لما يراه من النعيم الدائم.,فهو في عيشة راضية
5344,69,22,فِي جَنَّةٍ عَالِيَةٖ,في جنة رفيعة المكان والمكانة.,في جنة عالية
5345,69,23,قُطُوفُهَا دَانِيَةٞ,ثمارها قريبة ممن يتناولها.,قطوفها دانية
5346,69,24,كُلُواْ وَٱشۡرَبُواْ هَنِيٓـَٔۢا بِمَآ أَسۡلَفۡتُمۡ فِي ٱلۡأَيَّامِ ٱلۡخَالِيَةِ,يقال تكريمًا لهم: كلوا واشربوا أكلًا وشربًا لا أذى فيه بما قدمتم من الأعمال الصالحات في الأيام الماضية في الدنيا.,كلوا واشربوا هنيئا بما اسلفتم في الايام الخالية
5347,69,25,وَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِشِمَالِهِۦ فَيَقُولُ يَٰلَيۡتَنِي لَمۡ أُوتَ كِتَٰبِيَهۡ,"وأما من أُعْطِي كتاب أعماله بشماله، فيقول من شدة الندم: يا ليتني لم أعط كتاب أعمالي لما فيه من الأعمال السيئة المستوجبة لعذابي.",واما من اوتي كتابه بشماله فيقول يا ليتني لم اوت كتابيه
5348,69,26,وَلَمۡ أَدۡرِ مَا حِسَابِيَهۡ,ويا ليتني لم أعرف أي شيء يكون حسابي.,ولم ادر ما حسابيه
5349,69,27,يَٰلَيۡتَهَا كَانَتِ ٱلۡقَاضِيَةَ,يا ليت الموتة التي متّها كانت الموتة التي لا أُبْعَث بعدها أبدًا.,يا ليتها كانت القاضية
5350,69,28,مَآ أَغۡنَىٰ عَنِّي مَالِيَهۡۜ,لم يدفع عني مالي من عذاب الله شيئًا.,ما اغنى عني ماليه
5351,69,29,هَلَكَ عَنِّي سُلۡطَٰنِيَهۡ,غابت عني حجتي وما كنت أعتمد عليه من قوة وجاهٍ.,هلك عني سلطانيه
5352,69,30,خُذُوهُ فَغُلُّوهُ,ويقال: خذوه - أيها الملائكة - واجمعوا يده إلى عنقه.,خذوه فغلوه
5353,69,31,ثُمَّ ٱلۡجَحِيمَ صَلُّوهُ,ثم أدخلوه النار ليعاني حرّها.,ثم الجحيم صلوه
5354,69,32,ثُمَّ فِي سِلۡسِلَةٖ ذَرۡعُهَا سَبۡعُونَ ذِرَاعٗا فَٱسۡلُكُوهُ,ثم أدخلوه في سلسلة طولها سبعون ذراعًا.,ثم في سلسلة ذرعها سبعون ذراعا فاسلكوه
5355,69,33,إِنَّهُۥ كَانَ لَا يُؤۡمِنُ بِٱللَّهِ ٱلۡعَظِيمِ,إنه كان لا يؤمن بالله العظيم.,انه كان لا يؤمن بالله العظيم
5356,69,34,وَلَا يَحُضُّ عَلَىٰ طَعَامِ ٱلۡمِسۡكِينِ,ولا يحثّ غيره على إطعام المسكين.,ولا يحض على طعام المسكين
5357,69,35,فَلَيۡسَ لَهُ ٱلۡيَوۡمَ هَٰهُنَا حَمِيمٞ,فليس له يوم القيامة قريب يدفع عنه العذاب.,فليس له اليوم هاهنا حميم
5358,69,36,وَلَا طَعَامٌ إِلَّا مِنۡ غِسۡلِينٖ,وليس له طعام يطعمه إلا من عصارة أبدان أهل النار.,ولا طعام الا من غسلين
5359,69,37,لَّا يَأۡكُلُهُۥٓ إِلَّا ٱلۡخَٰطِـُٔونَ,لا يأكل ذلك الطعام إلا أصحاب الذنوب والمعاصي.,لا ياكله الا الخاطئون
5360,69,38,فَلَآ أُقۡسِمُ بِمَا تُبۡصِرُونَ,أَقسم الله بما تشاهدون.,فلا اقسم بما تبصرون
5361,69,39,وَمَا لَا تُبۡصِرُونَ,وأقسم بما لا تشاهدون.,وما لا تبصرون
5362,69,40,إِنَّهُۥ لَقَوۡلُ رَسُولٖ كَرِيمٖ,"إن القرآن لكلام الله، يتلوه على الناس رسوله الكريم.",انه لقول رسول كريم
5363,69,41,وَمَا هُوَ بِقَوۡلِ شَاعِرٖۚ قَلِيلٗا مَّا تُؤۡمِنُونَ,"وليس بقول شاعر؛ لأنه ليس على نظم الشعر، قليلًا ما تؤمنون.",وما هو بقول شاعر قليلا ما تؤمنون
5364,69,42,وَلَا بِقَوۡلِ كَاهِنٖۚ قَلِيلٗا مَّا تَذَكَّرُونَ,"وليس بقول كاهن، فكلام الكهان أمر مُغَايِر لهذا القرآن، قليلًا ما تتذكرون.",ولا بقول كاهن قليلا ما تذكرون
5365,69,43,تَنزِيلٞ مِّن رَّبِّ ٱلۡعَٰلَمِينَ,ولكنه منزّل من رب الخلائق كلهم.,تنزيل من رب العالمين
5366,69,44,وَلَوۡ تَقَوَّلَ عَلَيۡنَا بَعۡضَ ٱلۡأَقَاوِيلِ,ولو تَقَوَّل علينا محمد بعض الأقاويل التي لم نقلها.,ولو تقول علينا بعض الاقاويل
5367,69,45,لَأَخَذۡنَا مِنۡهُ بِٱلۡيَمِينِ,لانتقمنا منه وأخذنا منه بالقوة منا والقدرة.,لاخذنا منه باليمين
5368,69,46,ثُمَّ لَقَطَعۡنَا مِنۡهُ ٱلۡوَتِينَ,ثم لقطعنا منه العِرْق المتصل بالقلب.,ثم لقطعنا منه الوتين
5369,69,47,فَمَا مِنكُم مِّنۡ أَحَدٍ عَنۡهُ حَٰجِزِينَ,"فليس منكم من يمنعنا منه، فبعيد أن يَتَقَوَّل علينا من أجلكم.",فما منكم من احد عنه حاجزين
5370,69,48,وَإِنَّهُۥ لَتَذۡكِرَةٞ لِّلۡمُتَّقِينَ,وإن القرآن لموعظة للمتقين لربهم بامتثال أوامره واجتناب نواهيه.,وانه لتذكرة للمتقين
5371,69,49,وَإِنَّا لَنَعۡلَمُ أَنَّ مِنكُم مُّكَذِّبِينَ,وإنا لنعلم أن من بينكم مَنْ يُكِّذب بهذا القرآن.,وانا لنعلم ان منكم مكذبين
5372,69,50,وَإِنَّهُۥ لَحَسۡرَةٌ عَلَى ٱلۡكَٰفِرِينَ,وإن التكذيب بالقرآن لندامة عظيمة يوم القيامة.,وانه لحسرة على الكافرين
5373,69,51,وَإِنَّهُۥ لَحَقُّ ٱلۡيَقِينِ,وإن القرآن لهو حق اليقين الذي لا مِرْية ولا ريب أنه من عند الله.,وانه لحق اليقين
5374,69,52,فَسَبِّحۡ بِٱسۡمِ رَبِّكَ ٱلۡعَظِيمِ,"فنزِّه - أيها الرسول - ربك عما لا يليق به، واذكر اسم ربك العظيم.",فسبح باسم ربك العظيم
5375,70,1,سَأَلَ سَآئِلُۢ بِعَذَابٖ وَاقِعٖ,"دعا داعٍ من المشركين على نفسه وقومه بعذاب إن كان هذا العذاب حاصلًا، وهو سخرية منه، وهو واقع يوم القيامة.",سال سائل بعذاب واقع
5376,70,2,لِّلۡكَٰفِرِينَ لَيۡسَ لَهُۥ دَافِعٞ,"للكافرين بالله، ليس لهذا العذاب من يرده.",للكافرين ليس له دافع
5377,70,3,مِّنَ ٱللَّهِ ذِي ٱلۡمَعَارِجِ,من الله ذي العلو والدرجات والفواضل والنعم.,من الله ذي المعارج
5378,70,4,تَعۡرُجُ ٱلۡمَلَـٰٓئِكَةُ وَٱلرُّوحُ إِلَيۡهِ فِي يَوۡمٖ كَانَ مِقۡدَارُهُۥ خَمۡسِينَ أَلۡفَ سَنَةٖ,"تصعد إليه الملائكة وجبريل في تلك الدرجات، في يوم القيامة؛ وهو يوم طويل مقداره خمسون ألف سنة.",تعرج الملائكة والروح اليه في يوم كان مقداره خمسين الف سنة
5379,70,5,فَٱصۡبِرۡ صَبۡرٗا جَمِيلًا,فاصبر - أيها الرسول - صبرًا لا جَزَع فيه ولا شكوى.,فاصبر صبرا جميلا
5380,70,6,إِنَّهُمۡ يَرَوۡنَهُۥ بَعِيدٗا,إنهم يرون هذا العذاب بعيدًا مستحيل الوقوع.,انهم يرونه بعيدا
5381,70,7,وَنَرَىٰهُ قَرِيبٗا,ونراه نحن قريبًا واقعًا لا محالة.,ونراه قريبا
5382,70,8,يَوۡمَ تَكُونُ ٱلسَّمَآءُ كَٱلۡمُهۡلِ,يوم تكون السماء مثل المُذَاب من النحاس والذهب وغيرهما.,يوم تكون السماء كالمهل
5383,70,9,وَتَكُونُ ٱلۡجِبَالُ كَٱلۡعِهۡنِ,وتكون الجبال مثل الصوف في الخِفَّة.,وتكون الجبال كالعهن
5384,70,10,وَلَا يَسۡـَٔلُ حَمِيمٌ حَمِيمٗا,ولا يسأل قريب قريبًا عن حاله؛ لأن كل واحد مشغول بنفسه.,ولا يسال حميم حميما
5385,70,11,يُبَصَّرُونَهُمۡۚ يَوَدُّ ٱلۡمُجۡرِمُ لَوۡ يَفۡتَدِي مِنۡ عَذَابِ يَوۡمِئِذِۭ بِبَنِيهِ,"يشاهد كل إنسان قريبه لا يخفى عليه، ومع ذلك لا يسأل أحد أحدًا لهول الموقف، يودّ من استحق النار أن يقدم أولاده للعذاب بدلًا منه.",يبصرونهم يود المجرم لو يفتدي من عذاب يومئذ ببنيه
5386,70,12,وَصَٰحِبَتِهِۦ وَأَخِيهِ,ويفتدي بزوجته وأخيه.,وصاحبته واخيه
5387,70,13,وَفَصِيلَتِهِ ٱلَّتِي تُـٔۡوِيهِ,"ويفتدي بعشيرته الأقربين منه، الذين يقفون معه في الشدائد.",وفصيلته التي تؤويه
5388,70,14,وَمَن فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ يُنجِيهِ,"ويفتدي بمن في الأرض جميعًا من الإنس والجن وغيرهما، ثم يسلّمه ذلك الافتداء، وينقذه من عذاب النار.",ومن في الارض جميعا ثم ينجيه
5389,70,15,كَلَّآۖ إِنَّهَا لَظَىٰ,"ليس الأمر كما تمنّى هذا المجرم، إنها نار الآخرة تلتهب وتشتعل.",كلا انها لظى
5390,70,16,نَزَّاعَةٗ لِّلشَّوَىٰ,تفصل جلدة الرأس فصلًا شديدًا من شدة حرّها واشتعالها.,نزاعة للشوى
5391,70,17,تَدۡعُواْ مَنۡ أَدۡبَرَ وَتَوَلَّىٰ,"تنادي من أعرض عن الحق، وأبعد عنه ولم يؤمن به ولم يعمل.",تدعو من ادبر وتولى
5392,70,18,وَجَمَعَ فَأَوۡعَىٰٓ,"وجَمَع المال، وضنّ بالإنفاق منه في سبيل الله.",وجمع فاوعى
5393,70,19,۞إِنَّ ٱلۡإِنسَٰنَ خُلِقَ هَلُوعًا,إن الإنسان خُلِق شديد الحرص.,ان الانسان خلق هلوعا
5394,70,20,إِذَا مَسَّهُ ٱلشَّرُّ جَزُوعٗا,إذا أصابه ضُرٌّ من مرض أو فقر كان قليل الصبر.,اذا مسه الشر جزوعا
5395,70,21,وَإِذَا مَسَّهُ ٱلۡخَيۡرُ مَنُوعًا,وإذا أصابه ما يُسَرُّ به من خَصْب وغنًى كان كثير المنع لبذله في سبيل الله.,واذا مسه الخير منوعا
5396,70,22,إِلَّا ٱلۡمُصَلِّينَ,"إلا المصلّين، فهم سالمون من تلك الصفات الذميمة.",الا المصلين
5397,70,23,ٱلَّذِينَ هُمۡ عَلَىٰ صَلَاتِهِمۡ دَآئِمُونَ,"الذين هم على صلاتهم مواظبون، لا ينشغلون عنها، ويؤدونها في وقتها المحدد لها.",الذين هم على صلاتهم دائمون
5398,70,24,وَٱلَّذِينَ فِيٓ أَمۡوَٰلِهِمۡ حَقّٞ مَّعۡلُومٞ,والذين في أموالهم نصيب محدد مفروض.,والذين في اموالهم حق معلوم
5399,70,25,لِّلسَّآئِلِ وَٱلۡمَحۡرُومِ,يدفعونه للذي يسألهم وللذي لا يسألهم ممن حرم الرزق لأي سبب كان.,للسائل والمحروم
5400,70,26,وَٱلَّذِينَ يُصَدِّقُونَ بِيَوۡمِ ٱلدِّينِ,"والذين يصدّقون بيوم القيامة، يوم يجازي الله كلًّا بما يستحقّه.",والذين يصدقون بيوم الدين
5401,70,27,وَٱلَّذِينَ هُم مِّنۡ عَذَابِ رَبِّهِم مُّشۡفِقُونَ,"والذين هم من عذاب ربهم خائفون، مع ما قدموا من أعمالهم الصالحة.",والذين هم من عذاب ربهم مشفقون
5402,70,28,إِنَّ عَذَابَ رَبِّهِمۡ غَيۡرُ مَأۡمُونٖ,إن عذاب ربهم مخوف لا يأمنه عاقل.,ان عذاب ربهم غير مامون
5403,70,29,وَٱلَّذِينَ هُمۡ لِفُرُوجِهِمۡ حَٰفِظُونَ,والذين هم لفروجهم حافظون بسترها وإبعادها عن الفواحش.,والذين هم لفروجهم حافظون
5404,70,30,إِلَّا عَلَىٰٓ أَزۡوَٰجِهِمۡ أَوۡ مَا مَلَكَتۡ أَيۡمَٰنُهُمۡ فَإِنَّهُمۡ غَيۡرُ مَلُومِينَ,"إلا من زوجاتهم أو ما ملكوا من الإماء، فإنهم غير ملومين في التمتع بهنّ بالوطء فما دونه.",الا على ازواجهم او ما ملكت ايمانهم فانهم غير ملومين
5405,70,31,فَمَنِ ٱبۡتَغَىٰ وَرَآءَ ذَٰلِكَ فَأُوْلَـٰٓئِكَ هُمُ ٱلۡعَادُونَ,"فمن طلب الاستمتاع بغير ما ذُكِر من الزوجات والإماء، فأولئك هم المتجاوزون لحدود الله.",فمن ابتغى وراء ذلك فاولئك هم العادون
5406,70,32,وَٱلَّذِينَ هُمۡ لِأَمَٰنَٰتِهِمۡ وَعَهۡدِهِمۡ رَٰعُونَ,"والذين هم لما ائتمنوا عليه من الأموال والأسرار وغيرهما، ولعهودهم التي عاهدوا عليها الناس - حافظون، لا يخونون أماناتهم، ولا ينقضون عهودهم.",والذين هم لاماناتهم وعهدهم راعون
5407,70,33,وَٱلَّذِينَ هُم بِشَهَٰدَٰتِهِمۡ قَآئِمُونَ,"والذين هم قائمون بشهاداتهم على الوجه المطلوب، لا تؤثر قرابة ولا عداوة فيها.",والذين هم بشهاداتهم قائمون
5408,70,34,وَٱلَّذِينَ هُمۡ عَلَىٰ صَلَاتِهِمۡ يُحَافِظُونَ,"والذين هم على صلاتهم يحافظون؛ بأدائها في وقتها، وبطهارة وطمأنينة، لا يشغلهم عنها شاغل.",والذين هم على صلاتهم يحافظون
5409,70,35,أُوْلَـٰٓئِكَ فِي جَنَّـٰتٖ مُّكۡرَمُونَ,"أولئك الموصوفون بتلك الصفات في جنات مُكْرَمون؛ بما يلقونه من النعيم المقيم، والنظر إلى وجه الله الكريم.",اولئك في جنات مكرمون
5410,70,36,فَمَالِ ٱلَّذِينَ كَفَرُواْ قِبَلَكَ مُهۡطِعِينَ,فما الذي جرّ هؤلاء المشركين من قومك - أيها الرسول - حَوَاليك مسرعين إلى التكذيب بك؟!,فمال الذين كفروا قبلك مهطعين
5411,70,37,عَنِ ٱلۡيَمِينِ وَعَنِ ٱلشِّمَالِ عِزِينَ,محيطون بك عن يمينك وشمالك جماعات جماعات.,عن اليمين وعن الشمال عزين
5412,70,38,أَيَطۡمَعُ كُلُّ ٱمۡرِيٕٖ مِّنۡهُمۡ أَن يُدۡخَلَ جَنَّةَ نَعِيمٖ,"أيأمل كل واحد منهم أن يدخله الله جنة النعيم، يتنعم بما فيها من النعيم المقيم، وهو باقٍ على كفره؟!",ايطمع كل امرئ منهم ان يدخل جنة نعيم
